Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,JPC,CAD,E-POVO,UE,PPPM,PVM,PASOMO,SCM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " B ",INSTITUTO INDUSTRIAL 1º MAIO,1100602 .,800,314,27,218,27,0,0,0,0,0,1,4,2,593,4,6,603,197
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " B ",INSTITUTO INDUSTRIAL 1º MAIO,1100603 .,800,313,47,204,22,0,1,2,0,0,0,0,0,589,5,15,609,191
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " B ",INSTITUTO INDUSTRIAL 1º MAIO,1100604 .,704,237,44,172,15,0,0,0,0,1,1,1,1,472,3,5,480,224
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA BE-A-BA,1101001 .,800,325,28,213,6,0,0,0,0,0,1,1,0,574,2,7,583,217
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA BE-A-BA,1101002 .,800,302,31,207,8,1,0,0,0,0,1,0,0,550,8,16,574,226
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA BE-A-BA,1101003 .,800,297,21,230,5,0,0,0,0,1,0,0,0,554,2,13,569,231
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA BE-A-BA,1101004 .,800,270,26,238,11,0,0,0,0,4,2,1,0,552,3,14,569,231
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA BE-A-BA,1101005 .,674,223,41,153,10,0,0,0,0,0,0,0,1,428,2,12,442,232
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA EDUARDO MONDLANE,1101101 .,800,277,28,240,7,1,0,0,1,1,1,0,0,556,6,8,570,230
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA EDUARDO MONDLANE,1101102 .,800,324,39,232,13,0,0,1,0,1,0,0,0,610,3,14,627,173
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA EDUARDO MONDLANE,1101103 .,800,291,44,218,15,2,0,0,0,1,0,0,0,571,6,11,588,212
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA PRIMARIA EDUARDO MONDLANE,1120101A .,525,158,25,166,5,2,0,0,1,3,0,0,0,360,3,6,369,156
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA SEC. DA MUNHUANA,1101201 .,800,274,37,241,6,0,0,0,0,0,1,1,0,560,5,35,600,200
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",ESCOLA SEC. DA MUNHUANA,1101202 .,640,226,42,183,6,0,0,0,1,2,1,2,1,464,2,1,467,173
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",MINISTERIO DE OBRAS PUBLICAS,1100901 .,800,295,41,247,13,0,1,1,0,1,0,1,0,600,3,11,614,186
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",MINISTERIO DE OBRAS PUBLICAS,1100902 .,800,294,42,212,12,1,0,2,3,1,0,1,4,572,9,18,599,201
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",MINISTERIO DE OBRAS PUBLICAS,1100903A .,400,138,21,118,2,0,0,0,0,2,0,1,0,282,1,12,295,105
MAPUTO CIDADE,MUNICIPAL KAMPFUMO,MUNICIPAL KAMPFUMO,CENTRAL " C ",MINISTERIO DE OBRAS PUBLICAS,1100903B .,651,198,36,161,5,0,0,1,1,2,0,0,0,404,2,6,412,239
