"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,CAD,PJDM,E-POVO,PVM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,"'XIKADJWANINE, Q. 98'",1005403 .,800,192,14,228,0,0,0,0,1,435,1,9,445,355
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,"'XIKADJWANINE, Q. 98'",1005404 .,800,197,21,212,2,1,1,0,0,434,7,19,460,340
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,"'XIKADJWANINE, Q. 98'",1005405 .,800,196,6,221,0,0,0,0,1,424,5,11,440,360
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,"'XIKADJWANINE, Q. 98'",1005406A .,400,88,13,90,0,0,0,0,0,191,1,3,195,205
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,"'XIKADJWANINE, Q. 98'",1005406B .,489,98,11,120,0,0,0,1,0,230,3,7,240,249
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ADPP ESCOLA DOS CONTINUADORES,1005201 .,800,265,14,215,1,0,0,0,0,495,4,20,519,281
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ADPP ESCOLA DOS CONTINUADORES,1005202 .,800,255,19,225,0,0,0,0,0,499,1,14,514,286
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ADPP ESCOLA DOS CONTINUADORES,1005203 .,800,227,24,252,0,0,0,3,0,506,4,11,521,279
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ADPP ESCOLA DOS CONTINUADORES,1005204 .,800,231,23,237,1,0,2,0,0,494,3,9,506,294
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ADPP ESCOLA DOS CONTINUADORES,1005205 .,800,243,17,201,3,0,0,0,1,465,3,4,472,328
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ADPP ESCOLA DOS CONTINUADORES,1005206 .,611,167,15,156,0,0,0,1,1,340,4,4,348,263
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,AVIÁRIOS DA CÉLULA E,1005101 .,800,254,17,254,2,0,0,0,0,527,12,14,553,247
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,AVIÁRIOS DA CÉLULA E,1005102 .,800,237,15,241,0,0,1,0,0,494,6,28,528,272
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,AVIÁRIOS DA CÉLULA E,1005103 .,800,204,24,230,1,0,0,0,0,459,6,11,476,324
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,AVIÁRIOS DA CÉLULA E,1005104A .,400,104,8,110,0,0,0,1,0,223,1,4,228,172
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,AVIÁRIOS DA CÉLULA E,1005104B .,555,154,16,133,1,0,0,2,0,306,3,11,320,235
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,COLÉGIO POLITÉCNICO ADPP,1004701 .,800,263,26,246,0,1,2,0,0,538,1,21,560,240
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,COLÉGIO POLITÉCNICO ADPP,1004702 .,283,97,12,85,0,1,0,0,3,198,0,3,201,82
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 CARLOS FILIPE TEMBE,1006601 .,800,232,29,253,0,1,0,0,0,515,9,13,537,263
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 CARLOS FILIPE TEMBE,1006602 .,800,196,24,240,0,0,1,0,1,462,2,13,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 CARLOS FILIPE TEMBE,1006603 .,800,208,25,221,0,1,0,1,1,457,5,8,470,330
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 CARLOS FILIPE TEMBE,1006604 .,386,87,15,93,0,0,0,0,0,195,0,1,196,190
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 IGREJA METODISTA UNIDA,1007201 .,800,219,18,211,1,1,0,1,0,451,7,19,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 IGREJA METODISTA UNIDA,1007202 .,800,201,20,221,1,0,0,0,0,443,8,15,466,334
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 IGREJA METODISTA UNIDA,1007203 .,800,201,20,232,1,0,0,0,0,454,1,16,471,329
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 IGREJA METODISTA UNIDA,1007204 .,800,181,22,235,2,1,0,2,1,444,1,12,457,343
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EP1 IGREJA METODISTA UNIDA,1007205 .,418,101,11,97,0,0,0,0,0,209,3,3,215,203
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008001 .,800,227,16,236,0,0,0,0,0,479,5,16,500,300
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008002 .,800,223,12,221,0,0,1,0,1,458,5,8,471,329
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008003 .,800,183,27,236,0,1,2,1,0,450,2,22,474,326
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008004 .,800,225,18,236,0,0,0,0,0,479,4,15,498,302
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008005 .,800,216,16,261,1,0,0,0,1,495,3,9,507,293
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008006 .,800,198,27,224,0,0,0,0,0,449,3,13,465,335
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 12 DE OUTUBRO,1008007 .,213,55,10,50,0,1,0,0,1,117,1,1,119,94
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007301 .,800,223,24,237,0,0,0,1,2,487,9,15,511,289
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007302 .,800,212,20,232,0,1,0,0,0,465,5,15,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007303 .,800,202,21,242,0,2,0,0,1,468,5,14,487,313
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007304 .,800,193,22,225,0,0,1,0,0,441,7,10,458,342
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007305 .,800,207,27,217,3,0,2,0,0,456,1,20,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007306A .,452,132,11,120,0,0,0,0,0,263,1,9,273,179
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC 8 DE MARÇO,1007306B .,505,131,10,141,0,0,0,0,0,282,2,2,286,219
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA,1006401 .,800,241,31,224,2,2,0,2,0,502,11,20,533,267
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA,1006402 .,800,203,23,240,0,0,0,0,0,466,2,12,480,320
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA,1006403 .,800,216,27,1,0,0,0,0,0,244,7,10,261,539
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA,1006404 .,792,174,34,207,1,0,0,0,1,417,2,13,432,360
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA C,1006501 .,800,214,21,245,0,0,0,0,0,480,3,16,499,301
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA C,1006502 .,800,168,22,237,0,3,0,1,0,431,11,9,451,349
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA C,1006503 .,800,192,16,230,0,0,0,1,1,440,3,9,452,348
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA C,1006504 .,800,188,21,217,0,1,0,0,0,427,8,14,449,351
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA C,1006505 .,800,181,16,196,0,2,0,2,1,398,6,12,416,384
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC BUNHIÇA C,1006506 .,423,67,12,113,0,0,0,0,0,192,0,5,197,226
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA A,1004901 .,800,282,14,235,0,0,0,0,0,531,4,13,548,252
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA A,1004902 .,800,262,28,215,0,1,0,0,1,507,4,14,525,275
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA A,1004903 .,800,280,25,215,0,0,0,0,0,520,4,19,543,257
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA A,1004904 .,800,285,17,206,0,0,2,1,0,511,3,10,524,276
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA A,1004905 .,510,153,15,152,0,1,2,0,0,323,1,2,326,184
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006301 .,800,250,23,171,1,1,0,0,0,446,8,22,476,324
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006302 .,800,218,15,192,1,1,1,0,1,429,5,32,466,334
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006303 .,800,195,19,220,0,0,0,0,0,434,3,20,457,343
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006304 .,800,220,14,221,0,0,2,0,0,457,4,13,474,326
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006305 .,800,196,19,222,0,0,2,0,0,439,4,10,453,347
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006306 .,800,165,16,224,0,0,0,0,0,405,5,10,420,380
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA BEDENE,1006307 .,216,47,4,64,0,0,0,0,0,115,0,3,118,98
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA J,1006201 .,800,211,22,263,2,0,1,0,2,501,7,23,531,269
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA J,1006202 .,800,175,19,266,3,6,0,0,0,469,4,12,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA J,1006203 .,800,210,20,232,1,4,0,0,0,467,3,7,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA J,1006204 .,733,168,21,210,0,1,0,0,0,400,4,7,411,322
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007501 .,800,237,20,271,2,0,2,1,0,533,5,17,555,245
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007502 .,800,216,20,272,3,2,1,1,0,515,5,14,534,266
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007503 .,800,220,24,246,0,1,0,0,0,491,4,8,503,297
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007504 .,800,214,21,249,0,4,0,0,0,488,2,13,503,297
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007505 .,800,216,16,231,0,0,1,0,0,464,8,12,484,316
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007506 .,800,210,30,234,1,3,1,0,0,479,4,5,488,312
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007507 .,800,210,22,220,0,0,2,0,0,454,3,9,466,334
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1007508 .,387,91,12,109,0,0,0,0,0,212,0,1,213,174
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA KM 15,1028701 .,612,156,11,148,0,1,0,0,0,316,4,6,326,286
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA-SEDE,1006001 .,800,241,15,228,0,0,0,0,0,484,5,26,515,285
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA-SEDE,1006002 .,800,198,13,241,1,2,2,1,0,458,1,15,474,326
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA-SEDE,1006003 .,800,218,14,235,1,1,2,0,0,471,4,10,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA-SEDE,1006004 .,800,199,15,219,1,1,2,0,0,437,10,24,471,329
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA-SEDE,1006005 .,800,215,21,221,2,2,2,0,0,463,6,16,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MACHAVA-SEDE,1006006 .,471,101,7,116,0,1,2,0,0,227,2,9,238,233
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATHLEMELE,1009101 .,800,174,15,176,0,2,0,0,0,367,6,10,383,417
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATHLEMELE,1009102 .,800,135,15,188,0,0,1,0,1,340,5,14,359,441
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATHLEMELE,1009103 .,800,137,11,187,0,0,0,0,0,335,0,1,336,464
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATHLEMELE,1009104 .,800,138,14,207,0,0,0,0,0,359,2,4,365,435
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATHLEMELE,1009105 .,543,62,6,122,0,0,0,0,0,190,1,6,197,346
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008101 .,800,216,17,200,3,1,1,0,0,438,4,16,458,342
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008102 .,800,204,20,156,0,0,0,0,2,382,6,13,401,399
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008103 .,800,176,17,175,1,0,1,0,1,371,1,7,379,421
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008104 .,800,162,12,208,0,0,0,0,1,383,4,10,397,403
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008105 .,800,197,18,182,0,0,1,0,0,398,1,18,417,383
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008106 .,800,183,16,225,1,0,0,0,0,425,2,14,441,359
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1008107 .,689,132,9,212,0,0,0,0,0,353,0,11,364,325
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1027601A .,400,87,11,82,0,0,0,0,0,180,2,6,188,212
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MATOLA-GARE,1027601B .,596,123,11,141,1,0,0,0,0,276,2,8,286,310
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MUCHISSO,1009001 .,800,181,35,185,4,0,0,0,0,405,6,12,423,377
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MUCHISSO,1009002 .,800,162,25,212,0,2,0,0,0,401,6,11,418,382
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MUCHISSO,1009003 .,800,174,15,170,0,1,0,1,0,361,1,5,367,433
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MUCHISSO,1009004 .,800,143,18,214,2,0,0,0,1,378,7,18,403,397
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MUCHISSO,1009005 .,800,136,17,215,1,0,1,1,0,371,5,10,386,414
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC MUCHISSO,1009006 .,375,63,9,87,0,0,0,0,0,159,2,3,164,211
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOBE,1007801 .,800,255,24,195,2,1,0,0,0,477,8,23,508,292
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOBE,1007802 .,800,217,16,186,0,0,0,0,0,419,7,12,438,362
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOBE,1007803 .,800,205,14,185,1,1,0,0,1,407,6,11,424,376
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOBE,1007804 .,304,81,9,66,2,0,0,0,0,158,0,1,159,145
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007601 .,800,234,11,257,1,0,0,0,0,503,10,15,528,272
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007602 .,800,217,28,256,1,0,0,0,0,502,6,6,514,286
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007603 .,800,206,24,224,1,0,2,0,0,457,2,11,470,330
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007604 .,800,203,25,253,1,0,1,0,0,483,8,13,504,296
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007605 .,800,189,15,274,1,0,0,0,0,479,5,5,489,311
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007606 .,800,188,16,269,0,1,0,0,2,476,0,8,484,316
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NKOMANE,1007607 .,428,99,12,106,0,0,0,0,1,218,1,5,224,204
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NWAMATIBJANA,1008801 .,800,166,14,212,1,1,0,0,0,394,11,21,426,374
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NWAMATIBJANA,1008802 .,800,167,7,208,1,0,0,0,1,384,4,6,394,406
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NWAMATIBJANA,1008803 .,800,141,12,187,1,0,0,0,0,341,4,12,357,443
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NWAMATIBJANA,1008804 .,800,159,17,213,2,0,0,0,0,391,1,7,399,401
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC NWAMATIBJANA,1008805 .,505,70,6,119,0,0,0,0,0,195,8,5,208,297
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005001 .,800,300,16,215,1,1,0,0,1,534,4,14,552,248
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005002 .,800,238,23,225,2,0,0,0,0,488,6,21,515,285
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005003 .,800,214,24,251,0,1,0,0,0,490,3,13,506,294
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005004 .,800,228,16,219,1,1,0,0,1,466,9,12,487,313
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005005 .,800,218,23,223,0,1,2,1,0,468,3,9,480,320
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005006 .,800,210,19,217,1,1,0,0,1,449,5,8,462,338
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1005007 .,312,80,10,88,0,0,1,0,0,179,0,2,181,131
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC PATRICE LUMUMBA,1027701 .,753,189,19,209,0,0,1,0,1,419,5,10,434,319
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SIDUAVA,1008401 .,800,265,25,151,0,0,0,0,1,442,13,30,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SIDUAVA,1008402A .,400,79,6,88,0,0,0,0,0,173,6,6,185,215
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SIDUAVA,1008402B .,407,82,7,83,0,0,0,0,0,172,2,9,183,224
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005301 .,800,257,36,208,0,0,0,0,0,501,8,15,524,276
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005302 .,800,237,21,236,0,0,1,0,0,495,5,12,512,288
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005303 .,800,238,20,219,0,0,0,0,0,477,7,6,490,310
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005304 .,800,233,21,218,0,1,0,1,0,474,4,34,512,288
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005305 .,800,262,26,219,1,0,0,1,0,509,4,10,523,277
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005306 .,800,238,23,221,2,0,0,0,0,484,3,14,501,299
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005307 .,800,241,21,227,1,1,1,0,0,492,2,12,506,294
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1005308 .,786,190,23,220,1,0,0,0,0,434,2,15,451,335
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1027501A .,400,102,9,118,0,1,0,0,0,230,1,4,235,165
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SINGATHELA,1027501B .,517,123,15,131,1,0,1,0,1,272,2,18,292,225
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005601 .,800,248,15,216,2,0,1,0,0,482,3,31,516,284
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005602 .,800,213,16,217,3,2,1,0,0,452,4,10,466,334
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005603 .,800,240,12,222,1,0,1,0,0,476,2,10,488,312
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005604 .,800,195,14,201,0,0,1,1,0,412,7,16,435,365
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005605 .,800,205,15,190,1,2,0,0,0,413,3,8,424,376
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005606 .,800,193,14,201,0,0,0,0,1,409,4,3,416,384
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005607A .,400,90,5,95,0,0,0,0,1,191,2,6,199,201
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC SÃO DÂMASO,1005607B .,445,90,5,109,0,0,0,0,1,205,1,10,216,229
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008301 .,800,167,13,212,1,0,0,0,0,393,8,22,423,377
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008302 .,800,152,22,213,0,0,0,1,0,388,5,11,404,396
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008303 .,800,169,16,182,1,0,2,1,1,372,3,8,383,417
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008304 .,800,190,19,209,1,1,0,0,0,420,3,10,433,367
