"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,CAD,PJDM,E-POVO,PVM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008305 .,800,187,24,231,2,0,0,0,1,445,9,7,461,339
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008306 .,800,190,19,214,0,0,1,1,0,425,6,3,434,366
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1008307 .,729,156,28,164,0,0,0,0,0,348,3,10,361,368
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TCHUMENE - TCHUMENE II,1027801 .,745,148,17,169,0,0,0,0,1,335,6,7,348,397
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004601 .,800,262,15,188,2,3,1,1,1,473,3,17,493,307
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004602 .,800,248,17,189,5,3,0,2,0,464,6,25,495,305
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004603 .,800,255,17,217,1,1,0,0,1,492,5,26,523,277
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004604 .,800,256,11,191,1,1,0,0,0,460,5,22,487,313
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004605 .,800,233,18,195,1,1,1,0,1,450,7,11,468,332
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004606 .,800,233,18,216,0,1,0,0,0,468,2,28,498,302
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004607 .,800,192,15,239,1,3,0,1,0,451,7,14,472,328
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004608 .,800,210,10,230,0,3,0,1,1,455,1,13,469,331
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1004609 .,800,188,18,186,2,1,0,0,1,396,4,13,413,387
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1027301 .,800,204,19,197,0,0,1,0,0,421,10,8,439,361
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TREVO,1027302 .,462,107,6,101,1,0,1,0,0,216,2,3,221,241
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007001 .,800,220,14,228,3,4,0,0,0,469,6,27,502,298
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007002 .,800,203,21,226,2,2,0,0,1,455,8,15,478,322
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007003 .,800,214,27,221,0,1,1,0,0,464,4,16,484,316
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007004 .,800,191,21,247,0,0,1,0,0,460,5,5,470,330
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007005 .,800,197,17,260,2,2,0,1,0,479,1,16,496,304
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007006 .,800,174,27,244,0,1,0,0,0,446,4,26,476,324
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,EPC TSALALA,1007007 .,528,129,14,147,0,1,0,0,0,291,0,6,297,231
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA ALFREDO NAMITETE,1007101 .,800,226,29,264,1,0,0,1,0,521,8,6,535,265
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA ALFREDO NAMITETE,1007102 .,800,229,20,262,1,0,1,0,0,513,0,11,524,276
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA ALFREDO NAMITETE,1007103 .,800,219,18,273,1,1,0,0,0,512,9,17,538,262
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA ALFREDO NAMITETE,1007104 .,800,212,23,284,0,1,1,0,0,521,5,15,541,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA ALFREDO NAMITETE,1007105A .,400,112,11,114,0,0,0,1,1,239,1,6,246,154
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA ALFREDO NAMITETE,1007105B .,462,133,10,127,1,0,0,0,0,271,4,3,278,184
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA DE MACHAVA BEDENE,1005801 .,800,172,20,294,1,0,0,0,0,487,5,14,506,294
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA DE MACHAVA BEDENE,1005802 .,800,197,13,309,0,0,0,1,0,520,5,7,532,268
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA DE MACHAVA BEDENE,1005803 .,274,54,4,89,0,0,0,2,0,149,0,3,152,122
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MACHAVA-SEDE,1006101 .,800,231,20,260,0,1,3,0,0,515,3,10,528,272
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MACHAVA-SEDE,1006102 .,800,235,18,235,0,0,2,0,0,490,6,7,503,297
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MACHAVA-SEDE,1006103 .,800,232,20,236,2,0,0,1,0,491,5,4,500,300
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MACHAVA-SEDE,1006104 .,800,255,18,234,0,0,0,0,0,507,6,12,525,275
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MACHAVA-SEDE,1006105 .,800,212,16,206,2,2,2,1,0,441,5,8,454,346
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MACHAVA-SEDE,1006106 .,210,63,3,70,0,1,0,0,0,137,1,1,139,71
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MATHLEMELE,1009201 .,800,228,21,220,0,0,0,0,0,469,5,13,487,313
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MATHLEMELE,1009202 .,800,200,19,187,3,0,0,0,1,410,4,12,426,374
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MATHLEMELE,1009203 .,800,169,10,166,0,0,0,0,0,345,0,9,354,446
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MATHLEMELE,1009204 .,800,194,20,203,0,0,0,0,0,417,4,4,425,375
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MATHLEMELE,1009205A .,400,88,11,88,0,0,1,0,0,188,0,8,196,204
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA MATHLEMELE,1009205B .,426,100,11,102,0,1,0,1,0,215,1,5,221,205
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA NKOBE,1007901 .,800,300,21,208,1,1,1,1,1,534,2,23,559,241
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA NKOBE,1007902 .,800,240,29,242,2,1,0,0,1,515,2,13,530,270
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA NKOBE,1007903 .,800,265,24,268,0,0,0,0,0,557,2,16,575,225
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA NKOBE,1007904 .,800,248,29,271,0,0,0,0,0,548,1,9,558,242
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA NKOBE,1007905 .,800,233,26,246,2,0,1,0,0,508,2,9,519,281
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA NKOBE,1007906 .,270,70,5,81,0,0,0,0,0,156,0,0,156,114
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA SÃO DÂMASO,1005701 .,800,223,19,248,0,0,2,0,0,492,5,20,517,283
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA SÃO DÂMASO,1005702 .,800,192,22,239,0,0,1,1,0,455,3,14,472,328
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA SÃO DÂMASO,1005703 .,800,205,16,249,1,1,0,0,0,472,4,9,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA SÃO DÂMASO,1005704 .,800,221,13,237,0,0,0,0,0,471,1,7,479,321
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA SÃO DÂMASO,1005705A .,400,104,10,107,0,0,0,0,0,221,1,1,223,177
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLA SECUNDÁRIA SÃO DÂMASO,1005705B .,426,117,12,122,0,0,1,1,0,253,2,8,263,163
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLINHA ARCO-ÍRIS,1007701 .,800,232,17,262,3,0,1,0,0,515,6,20,541,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLINHA ARCO-ÍRIS,1007702 .,800,201,28,244,0,0,0,0,0,473,5,23,501,299
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLINHA ARCO-ÍRIS,1007703A .,400,99,13,138,0,0,0,0,0,250,4,7,261,139
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,ESCOLINHA ARCO-ÍRIS,1007703B .,553,146,16,165,0,0,0,0,0,327,3,8,338,215
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,FERREIRA,1005501 .,800,208,28,250,0,0,1,0,1,488,8,21,517,283
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,FERREIRA,1005502 .,800,157,22,282,1,1,1,1,0,465,5,18,488,312
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,FERREIRA,1005503 .,800,145,18,281,1,1,0,0,1,447,2,3,452,348
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,FERREIRA,1005504 .,800,167,21,229,1,0,0,0,0,418,9,25,452,348
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,FERREIRA,1005505 .,800,171,14,233,0,0,0,0,2,420,5,11,436,364
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,FERREIRA,1005506 .,740,167,17,194,1,0,1,0,1,381,1,6,388,352
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005901 .,800,227,10,258,0,4,0,0,0,499,4,30,533,267
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005902 .,800,230,18,237,0,8,0,0,0,493,3,21,517,283
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005903 .,800,201,11,250,0,4,0,0,0,466,4,16,486,314
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005904 .,800,201,17,240,0,10,0,0,0,468,1,15,484,316
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005905 .,800,202,14,241,1,3,1,1,2,465,10,17,492,308
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005906A .,400,89,10,116,1,3,1,0,0,220,3,6,229,171
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,IFAPA,1005906B .,488,108,10,138,0,1,0,1,1,259,0,8,267,221
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,SIDUAVA CÉLULA B,1008501 .,601,149,7,92,3,1,3,1,0,256,7,20,283,318
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,TSALALA CÉLULA 5,1007401 .,800,220,23,219,1,0,1,0,0,464,7,30,501,299
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,TSALALA CÉLULA 5,1007402 .,800,196,19,235,1,3,0,0,2,456,8,15,479,321
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,TSALALA CÉLULA 5,1007403 .,800,216,17,217,0,3,0,0,0,453,9,15,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MACHAVA,MACHAVA,TSALALA CÉLULA 5,1007404 .,531,106,8,166,0,0,0,0,0,280,2,2,284,247
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA A, Q. 42'",1000202 .,800,192,19,285,3,0,0,1,2,502,17,5,524,276
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA A, Q. 42'",1000203 .,800,185,12,249,1,1,0,0,0,448,11,15,474,326
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA A, Q. 42'",1000204 .,315,75,11,70,1,0,0,0,1,158,1,5,164,151
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA C, Q. 13'",1001601 .,800,197,11,272,1,0,2,0,0,483,12,35,530,270
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA C, Q. 13'",1001602A .,400,104,5,133,2,0,0,0,1,245,3,5,253,147
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA C, Q. 13'",1001602B .,594,165,12,148,1,0,0,0,0,326,1,9,336,258
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA F, Q. 16 - MANGUEIRAS'",1002101 .,800,279,16,237,2,0,0,0,2,536,6,12,554,246
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA F, Q. 16 - MANGUEIRAS'",1002102 .,800,252,15,234,1,1,0,0,1,504,4,7,515,285
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA F, Q. 16 - MANGUEIRAS'",1002103A .,400,142,4,94,1,0,0,0,0,241,5,8,254,146
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'MATOLA F, Q. 16 - MANGUEIRAS'",1002103B .,510,166,11,139,0,0,0,0,0,316,6,6,328,182
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 29 - FONTENÁRIA'",1002801 .,800,284,21,217,2,1,2,0,0,527,4,9,540,260
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 29 - FONTENÁRIA'",1002802 .,800,251,26,218,0,0,1,0,1,497,3,12,512,288
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 29 - FONTENÁRIA'",1002803A .,400,136,13,106,0,1,0,0,1,257,1,2,260,140
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 29 - FONTENÁRIA'",1002803B .,452,157,14,108,0,0,0,0,0,279,1,6,286,166
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 33 - CAMPO'",1002701 .,800,289,13,204,2,1,0,0,0,509,4,22,535,265
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 33 - CAMPO'",1002702 .,800,244,19,212,1,0,0,0,0,476,4,4,484,316
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,"'UNIDADE H,  Q. 33 - CAMPO'",1002703 .,682,172,15,172,0,0,0,0,2,361,1,20,382,300
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,BAIRRO LOPES,1003101 .,800,244,14,250,0,1,0,0,0,509,3,32,544,256
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,BAIRRO LOPES,1003102 .,800,224,15,250,1,1,0,0,2,493,4,13,510,290
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,BAIRRO LOPES,1003103 .,800,226,19,223,0,0,0,1,1,470,6,26,502,298
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,BAIRRO LOPES,1003104 .,800,217,15,214,2,0,0,0,1,449,3,15,467,333
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,BAIRRO LOPES,1003105 .,350,79,8,95,0,1,0,0,1,184,0,6,190,160
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO DE FORMAÇÃO JUDICIÁRIA,1003201 .,800,301,22,240,3,0,0,1,1,568,3,17,588,212
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO DE FORMAÇÃO JUDICIÁRIA,1003202A .,400,112,28,126,0,0,0,0,0,266,1,4,271,129
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO DE FORMAÇÃO JUDICIÁRIA,1003202B .,484,156,20,129,0,0,0,0,0,305,0,4,309,175
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO ESTAGIÁRIO DO MITESS,1003501 .,800,266,15,232,3,0,0,0,1,517,10,16,543,257
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO ESTAGIÁRIO DO MITESS,1003502 .,800,280,18,251,2,1,0,1,1,554,4,9,567,233
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO ESTAGIÁRIO DO MITESS,1003503 .,800,238,20,213,2,2,1,0,0,476,6,9,491,309
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO ESTAGIÁRIO DO MITESS,1003504 .,662,195,20,162,0,0,0,0,0,377,2,12,391,271
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CENTRO INFANTIL E COLÉGIO PARAÍSO,1001901 .,752,214,15,201,0,0,0,0,0,430,9,18,457,295
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CFP MOPH,1003801 .,800,304,29,192,0,1,1,1,0,528,4,27,559,241
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CFP MOPH,1003802 .,800,295,27,207,1,1,0,0,0,531,4,12,547,253
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CFP MOPH,1003803 .,800,272,29,213,0,0,0,1,1,516,9,14,539,261
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CFP MOPH,1003804 .,800,281,21,233,0,0,0,0,0,535,5,15,555,245
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,CFP MOPH,1003805 .,341,120,12,94,0,1,0,2,1,230,2,4,236,105
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,COLÉGIO ABOOBACAR SIDIK (RTA),1002201 .,800,269,17,259,1,2,0,0,0,548,1,16,565,235
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,COLÉGIO ABOOBACAR SIDIK (RTA),1002202 .,557,171,20,177,0,2,0,1,0,371,5,5,381,176
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 CHIBAULANA,1004101 .,800,245,27,218,0,0,0,0,1,491,12,15,518,282
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 CHIBAULANA,1004102A .,400,108,13,110,0,0,0,0,1,232,4,6,242,158
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 CHIBAULANA,1004102B .,531,134,13,148,0,0,0,0,2,297,3,5,305,226
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 HANHANE,1001801 .,718,199,13,214,0,0,1,1,0,428,19,12,459,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000801 .,800,186,16,295,1,2,0,0,1,501,10,23,534,266
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000802 .,800,174,14,276,0,0,0,0,0,464,15,17,496,304
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000803 .,800,165,25,271,0,0,0,0,2,463,7,7,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000804 .,800,181,19,268,0,2,0,1,0,471,8,20,499,301
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000805 .,800,197,25,253,0,3,0,0,0,478,9,14,501,299
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000806A .,400,88,13,123,0,1,0,0,2,227,9,9,245,155
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1000806B .,523,123,10,154,0,2,0,0,0,289,2,12,303,220
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EP1 LINGAMO,1028601 .,582,135,12,156,0,1,0,1,0,305,3,15,323,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 30 DE JANEIRO,1000502 .,293,115,7,88,1,0,0,0,1,212,0,4,216,77
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 30 DE JANEIRO,1027401 .,800,242,23,238,0,0,0,0,1,504,6,9,519,281
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 30 DE JANEIRO,1027402 .,800,224,22,248,0,0,2,0,1,497,6,10,513,287
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 30 DE JANEIRO,1027403 .,800,315,28,210,1,1,0,0,0,555,5,8,568,232
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 30 DE JANEIRO,1027404A .,400,164,14,104,0,0,1,1,1,285,1,6,292,108
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 30 DE JANEIRO,1027404B .,529,155,20,141,0,1,0,1,1,319,1,6,326,203
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 4 DE OUTUBRO,1003401 .,800,304,18,226,1,1,1,0,1,552,5,12,569,231
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 4 DE OUTUBRO,1003402 .,800,277,32,196,0,1,0,1,1,508,2,15,525,275
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 4 DE OUTUBRO,1003403 .,800,287,26,198,0,1,1,0,0,513,3,13,529,271
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 4 DE OUTUBRO,1003404 .,800,284,32,202,0,2,0,1,0,521,4,11,536,264
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC 4 DE OUTUBRO,1003405 .,587,167,18,143,0,0,1,0,0,329,6,5,340,247
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC BAGAMOYO,1000901 .,800,279,21,222,1,1,0,0,2,526,3,10,539,261
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC BAGAMOYO,1000902 .,800,312,22,186,0,0,1,0,0,521,7,20,548,252
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC BAGAMOYO,1000903 .,414,147,10,136,1,1,0,1,0,296,3,4,303,111
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC DA DIGNIDADE,1004501 .,800,239,16,249,1,0,0,0,0,505,7,9,521,279
